route,travel_seconds,unloading_seconds,total_time_seconds,total_time_minutes,base_minutes_billed,overtime_minutes_billed,base_cost,overtime_cost,total_cost
Centre Port->Woolworths Johnsonville Mall->Woolworths Johnsonville->Centre Port,1498.94,6300.0,7798.9400000000005,129.98233333333334,129.98233333333334,0.0,433.2744444444445,0.0,433.2744444444445
Centre Port->Woolworths Johnsonville Mall->Woolworths Maidstone->Centre Port,5149.59,6300.0,11449.59,190.8265,180.0,10.82650000000001,600.0,49.62145833333338,649.6214583333334
Centre Port->Woolworths Johnsonville Mall->FreshChoice Cannons Creek->Centre Port,3240.68,5400.0,8640.68,144.01133333333334,144.01133333333334,0.0,480.0377777777778,0.0,480.0377777777778
Centre Port->Woolworths Newtown->Woolworths Kilbirnie->Centre Port,1722.36,5400.0,7122.36,118.70599999999999,118.70599999999999,0.0,395.68666666666667,0.0,395.68666666666667
Centre Port->Woolworths Newtown->Woolworths Wainuiomata->Centre Port,4401.11,6300.0,10701.11,178.35183333333333,178.35183333333333,0.0,594.5061111111112,0.0,594.5061111111112
Centre Port->Woolworths Newtown->FreshChoice Woburn->Centre Port,3187.21,4500.0,7687.21,128.12016666666668,128.12016666666668,0.0,427.06722222222226,0.0,427.06722222222226
Centre Port->Woolworths Newtown->Woolworths Petone->Centre Port,2437.67,5400.0,7837.67,130.62783333333334,130.62783333333334,0.0,435.42611111111114,0.0,435.42611111111114
Centre Port->Woolworths Newtown->FreshChoice Cuba Street->Centre Port,1246.65,4500.0,5746.65,95.77749999999999,95.77749999999999,0.0,319.2583333333333,0.0,319.2583333333333
Centre Port->Woolworths Newtown->Woolworths Karori->Centre Port,2208.54,5400.0,7608.54,126.809,126.809,0.0,422.69666666666666,0.0,422.69666666666666
Centre Port->Woolworths Newtown->Woolworths Porirua->Centre Port,3871.64,6300.0,10171.64,169.52733333333333,169.52733333333333,0.0,565.0911111111111,0.0,565.0911111111111
Centre Port->Woolworths Newtown->Woolworths Aotea->Centre Port,3940.9300000000003,5400.0,9340.93,155.68216666666666,155.68216666666666,0.0,518.9405555555555,0.0,518.9405555555555
Centre Port->Woolworths Newtown->Woolworths Upper Hutt->Centre Port,5316.29,5400.0,10716.29,178.60483333333335,178.60483333333335,0.0,595.3494444444445,0.0,595.3494444444445
Centre Port->Woolworths Newtown->Woolworths Johnsonville Mall->Centre Port,2277.46,5400.0,7677.46,127.95766666666667,127.95766666666667,0.0,426.52555555555557,0.0,426.52555555555557
Centre Port->Woolworths Newtown->Metro Cable Car Lane->Centre Port,1340.0900000000001,4500.0,5840.09,97.33483333333334,97.33483333333334,0.0,324.44944444444445,0.0,324.44944444444445
Centre Port->Woolworths Newtown->Woolworths Lower Hutt->Centre Port,2956.4,5400.0,8356.4,139.27333333333334,139.27333333333334,0.0,464.24444444444447,0.0,464.24444444444447
Centre Port->Woolworths Newtown->Woolworths Queensgate->Centre Port,3156.27,5400.0,8556.27,142.6045,142.6045,0.0,475.34833333333336,0.0,475.34833333333336
Centre Port->Woolworths Newtown->Woolworths Tawa->Centre Port,3348.24,4500.0,7848.24,130.804,130.804,0.0,436.0133333333334,0.0,436.0133333333334
Centre Port->Woolworths Newtown->Woolworths Crofton Downs->Centre Port,2162.58,6300.0,8462.58,141.043,141.043,0.0,470.1433333333334,0.0,470.1433333333334
Centre Port->Woolworths Newtown->Woolworths Johnsonville->Centre Port,2216.3500000000004,6300.0,8516.35,141.93916666666667,141.93916666666667,0.0,473.1305555555556,0.0,473.1305555555556
Centre Port->Woolworths Newtown->Woolworths Maidstone->Centre Port,5320.42,6300.0,11620.42,193.67366666666666,180.0,13.673666666666662,600.0,62.6709722222222,662.6709722222222
Centre Port->Woolworths Newtown->FreshChoice Cannons Creek->Centre Port,3937.86,5400.0,9337.86,155.631,155.631,0.0,518.77,0.0,518.77
Centre Port->Metro Cable Car Lane->Woolworths Kilbirnie->Centre Port,1831.48,4500.0,6331.48,105.52466666666666,105.52466666666666,0.0,351.74888888888887,0.0,351.74888888888887
Centre Port->Metro Cable Car Lane->Woolworths Wainuiomata->Centre Port,3905.34,5400.0,9305.34,155.089,155.089,0.0,516.9633333333334,0.0,516.9633333333334
Centre Port->Metro Cable Car Lane->FreshChoice Woburn->Centre Port,2691.43,3600.0,6291.43,104.85716666666667,104.85716666666667,0.0,349.5238888888889,0.0,349.5238888888889
Centre Port->Metro Cable Car Lane->Woolworths Petone->Centre Port,1941.9,4500.0,6441.9,107.365,107.365,0.0,357.8833333333333,0.0,357.8833333333333
Centre Port->Metro Cable Car Lane->FreshChoice Cuba Street->Centre Port,725.4,3600.0,4325.4,72.08999999999999,72.08999999999999,0.0,240.29999999999998,0.0,240.29999999999998
Centre Port->Metro Cable Car Lane->Woolworths Karori->Centre Port,1799.1999999999998,4500.0,6299.2,104.98666666666666,104.98666666666666,0.0,349.9555555555556,0.0,349.9555555555556
Centre Port->Metro Cable Car Lane->Woolworths Porirua->Centre Port,3375.8599999999997,5400.0,8775.86,146.26433333333335,146.26433333333335,0.0,487.54777777777787,0.0,487.54777777777787
Centre Port->Metro Cable Car Lane->Woolworths Aotea->Centre Port,3445.15,4500.0,7945.15,132.41916666666665,132.41916666666665,0.0,441.3972222222222,0.0,441.3972222222222
Centre Port->Metro Cable Car Lane->Woolworths Upper Hutt->Centre Port,4820.51,4500.0,9320.51,155.34183333333334,155.34183333333334,0.0,517.8061111111111,0.0,517.8061111111111
Centre Port->Metro Cable Car Lane->Woolworths Johnsonville Mall->Centre Port,1781.69,4500.0,6281.6900000000005,104.69483333333334,104.69483333333334,0.0,348.9827777777778,0.0,348.9827777777778
Centre Port->Metro Cable Car Lane->Woolworths Newtown->Centre Port,1277.12,4500.0,5777.12,96.28533333333333,96.28533333333333,0.0,320.9511111111111,0.0,320.9511111111111
Centre Port->Metro Cable Car Lane->Woolworths Lower Hutt->Centre Port,2460.63,4500.0,6960.63,116.01050000000001,116.01050000000001,0.0,386.7016666666667,0.0,386.7016666666667
Centre Port->Metro Cable Car Lane->Woolworths Queensgate->Centre Port,2660.5,4500.0,7160.5,119.34166666666667,119.34166666666667,0.0,397.8055555555556,0.0,397.8055555555556
Centre Port->Metro Cable Car Lane->Woolworths Tawa->Centre Port,2852.46,3600.0,6452.46,107.541,107.541,0.0,358.47,0.0,358.47
Centre Port->Metro Cable Car Lane->Woolworths Crofton Downs->Centre Port,1666.8,5400.0,7066.8,117.78,117.78,0.0,392.6,0.0,392.6
Centre Port->Metro Cable Car Lane->Woolworths Johnsonville->Centre Port,1720.58,5400.0,7120.58,118.67633333333333,118.67633333333333,0.0,395.5877777777778,0.0,395.5877777777778
Centre Port->Metro Cable Car Lane->Woolworths Maidstone->Centre Port,4824.639999999999,5400.0,10224.64,170.41066666666666,170.41066666666666,0.0,568.0355555555556,0.0,568.0355555555556
Centre Port->Metro Cable Car Lane->FreshChoice Cannons Creek->Centre Port,3442.09,4500.0,7942.09,132.36816666666667,132.36816666666667,0.0,441.2272222222222,0.0,441.2272222222222
Centre Port->Woolworths Lower Hutt->Woolworths Kilbirnie->Centre Port,3493.49,5400.0,8893.49,148.22483333333332,148.22483333333332,0.0,494.0827777777778,0.0,494.0827777777778
Centre Port->Woolworths Lower Hutt->Woolworths Wainuiomata->Centre Port,3599.8100000000004,6300.0,9899.810000000001,164.99683333333334,164.99683333333334,0.0,549.9894444444445,0.0,549.9894444444445
Centre Port->Woolworths Lower Hutt->FreshChoice Woburn->Centre Port,2385.91,4500.0,6885.91,114.76516666666666,114.76516666666666,0.0,382.55055555555555,0.0,382.55055555555555
Centre Port->Woolworths Lower Hutt->Woolworths Petone->Centre Port,2319.79,5400.0,7719.79,128.66316666666665,128.66316666666665,0.0,428.8772222222222,0.0,428.8772222222222
Centre Port->Woolworths Lower Hutt->FreshChoice Cuba Street->Centre Port,2488.2200000000003,4500.0,6988.22,116.47033333333334,116.47033333333334,0.0,388.2344444444445,0.0,388.2344444444445
Centre Port->Woolworths Lower Hutt->Woolworths Karori->Centre Port,3491.11,5400.0,8891.11,148.18516666666667,148.18516666666667,0.0,493.9505555555556,0.0,493.9505555555556
Centre Port->Woolworths Lower Hutt->Woolworths Porirua->Centre Port,4400.6900000000005,6300.0,10700.69,178.34483333333336,178.34483333333336,0.0,594.4827777777779,0.0,594.4827777777779
Centre Port->Woolworths Lower Hutt->Woolworths Aotea->Centre Port,4469.9800000000005,5400.0,9869.98,164.49966666666666,164.49966666666666,0.0,548.3322222222222,0.0,548.3322222222222
Centre Port->Woolworths Lower Hutt->Woolworths Upper Hutt->Centre Port,4697.54,5400.0,10097.54,168.29233333333335,168.29233333333335,0.0,560.9744444444445,0.0,560.9744444444445
Centre Port->Woolworths Lower Hutt->Woolworths Johnsonville Mall->Centre Port,2806.51,5400.0,8206.51,136.77516666666668,136.77516666666668,0.0,455.9172222222223,0.0,455.9172222222223
Centre Port->Woolworths Lower Hutt->Woolworths Newtown->Centre Port,2939.1200000000003,5400.0,8339.12,138.98533333333336,138.98533333333336,0.0,463.28444444444455,0.0,463.28444444444455
Centre Port->Woolworths Lower Hutt->Metro Cable Car Lane->Centre Port,2491.71,4500.0,6991.71,116.5285,116.5285,0.0,388.42833333333334,0.0,388.42833333333334
Centre Port->Woolworths Lower Hutt->Woolworths Queensgate->Centre Port,2317.73,5400.0,7717.73,128.62883333333332,128.62883333333332,0.0,428.7627777777777,0.0,428.7627777777777
Centre Port->Woolworths Lower Hutt->Woolworths Tawa->Centre Port,3935.27,4500.0,8435.27,140.58783333333335,140.58783333333335,0.0,468.6261111111112,0.0,468.6261111111112
Centre Port->Woolworths Lower Hutt->Woolworths Crofton Downs->Centre Port,3157.7400000000002,6300.0,9457.74,157.629,157.629,0.0,525.43,0.0,525.43
Centre Port->Woolworths Lower Hutt->Woolworths Johnsonville->Centre Port,2745.3999999999996,6300.0,9045.4,150.75666666666666,150.75666666666666,0.0,502.52222222222224,0.0,502.52222222222224
Centre Port->Woolworths Lower Hutt->Woolworths Maidstone->Centre Port,4701.67,6300.0,11001.67,183.36116666666666,180.0,3.361166666666662,600.0,15.4053472222222,615.4053472222222
Centre Port->Woolworths Lower Hutt->FreshChoice Cannons Creek->Centre Port,4466.91,5400.0,9866.91,164.4485,164.4485,0.0,548.1616666666666,0.0,548.1616666666666
Centre Port->Woolworths Queensgate->Woolworths Kilbirnie->Centre Port,3693.3600000000006,5400.0,9093.36,151.556,151.556,0.0,505.1866666666667,0.0,505.1866666666667
Centre Port->Woolworths Queensgate->Woolworths Wainuiomata->Centre Port,3628.2200000000003,6300.0,9928.220000000001,165.47033333333334,165.47033333333334,0.0,551.5677777777778,0.0,551.5677777777778
Centre Port->Woolworths Queensgate->FreshChoice Woburn->Centre Port,2414.3199999999997,4500.0,6914.32,115.23866666666666,115.23866666666666,0.0,384.12888888888887,0.0,384.12888888888887
Centre Port->Woolworths Queensgate->Woolworths Petone->Centre Port,2414.29,5400.0,7814.29,130.23816666666667,130.23816666666667,0.0,434.12722222222226,0.0,434.12722222222226
Centre Port->Woolworths Queensgate->FreshChoice Cuba Street->Centre Port,2688.09,4500.0,7188.09,119.8015,119.8015,0.0,399.33833333333337,0.0,399.33833333333337
Centre Port->Woolworths Queensgate->Woolworths Karori->Centre Port,3690.9900000000002,5400.0,9090.99,151.5165,151.5165,0.0,505.05500000000006,0.0,505.05500000000006
Centre Port->Woolworths Queensgate->Woolworths Porirua->Centre Port,4600.5599999999995,6300.0,10900.56,181.676,180.0,1.6759999999999877,600.0,7.68166666666661,607.6816666666666
Centre Port->Woolworths Queensgate->Woolworths Aotea->Centre Port,4669.85,5400.0,10069.85,167.83083333333335,167.83083333333335,0.0,559.4361111111111,0.0,559.4361111111111
Centre Port->Woolworths Queensgate->Woolworths Upper Hutt->Centre Port,4897.42,5400.0,10297.42,171.62366666666668,171.62366666666668,0.0,572.078888888889,0.0,572.078888888889
